Index Finger,Ring Pinky Finger,Gesture
115,0,Testing
155,0,Testing
320,816,Testing
9,0,Testing
349,783,Testing
305,0,Testing
86,0,Testing
1,0,Testing
29,0,Testing
266,0,Testing
185,0,Testing
318,854,Testing
260,0,Testing
40,0,Testing
378,853,Testing
522,853,Testing
660,833,Testing
296,4,Testing
500,745,Testing
353,741,Testing
315,854,Testing
136,616,Testing
180,0,Testing
11,0,Testing
