18775.0,7492.2,flex index
15814.4,7441.2,flex index
29523.4,7713.201,flex index
23198.8,6733.8,flex index
37349.4,8308.8,flex index
27827.0,8091.0,flex index
29049.6,6874.6,flex index
16035.4,7377.0,flex index
34631.8,5764.2,flex index
24268.0,6813.799,flex index
18884.4,5604.2,flex index
11278.8,4708.2,flex index
15494.6,5281.0,flex index
26524.4,6077.8,flex index
13196.4,5412.2,flex index
18036.0,5642.6,flex index
28701.0,8564.6,flex index
15151.8,7409.0,flex index
15654.4,5665.0,flex index
11691.6,4093.2,flex index
25324.0,6052.2,flex index
21764.8,6375.4,flex index
37426.4,6628.2,flex index
33422.0,6084.2,flex index
22197.0,5873.0,flex index
27756.6,6970.6,flex index
20401.4,6455.4,flex index
20695.8,6445.8,flex index
24648.8,6753.0,flex index
21659.0,6625.0,flex index
23550.8,7089.0,flex index
21886.2,7297.0,flex index
17773.4,7812.4,flex index
14012.6,7380.2,flex index
20266.6,7581.8,flex index
18586.2,7396.2,flex index
19527.6,7281.0,flex index
19264.8,6135.4,flex index
17149.2,6625.0,flex index
20212.6,6823.4,flex index
14947.2,6346.6,flex index
15484.8,6513.0,flex index
12367.4,6068.2,flex index
10603.6,5604.2,flex index
18455.2,6817.0,flex index
11580.0,5159.4,flex index
19031.2,5524.2,flex index
19002.4,7530.6,flex index
17354.0,6599.4,flex index
16845.2,6321.0,flex index
29363.6,7665.2,flex index
15619.4,6237.8,flex index
11980.2,5370.6,flex index
16445.0,5469.8,flex index
12735.4,5133.8,flex index
16243.4,5143.4,flex index
13545.2,5092.2,flex index
10866.2,4404.2,flex index
13359.6,5754.6,flex index
12693.8,5569.0,flex index
15696.2,5729.0,flex index
15469.0,6193.0,flex index
12581.8,5767.4,flex index
14703.8,6093.8,flex index
11496.8,5329.0,flex index
15340.8,6282.6,flex index
12114.4,6020.2,flex index
