24037.4,9070.4,flex index
23615.0,7492.4,flex index
18660.2,7021.8,flex index
21313.6,8619.4,flex index
18900.2,6327.4,flex index
23743.0,7597.8,flex index
23521.8,7338.6,flex index
24156.0,5975.4,flex index
14259.0,5018.6,flex index
19642.6,6580.2,flex index
19962.6,6205.8,flex index
19310.0,6225.0,flex index
20033.4,6999.6,flex index
21531.0,6231.4,flex index
19751.4,7652.4,flex index
19383.4,6471.4,flex index
18388.0,5821.8,flex index
18797.6,6132.2,flex index
21361.4,6609.0,flex index
16313.8,6209.0,flex index
18122.4,6589.799,flex index
22507.6,6989.799,flex index
19306.8,6023.4,flex index
23118.8,6436.2,flex index
19783.4,6618.6,flex index
19837.8,7217.2,flex index
18817.0,6423.4,flex index
20023.6,5821.8,flex index
17059.6,6074.6,flex index
16537.8,6945.0,flex index
16547.6,6445.8,flex index
18957.6,5661.8,flex index
15632.2,6426.6,flex index
15510.6,6023.4,flex index
18397.8,5725.8,flex index
17591.0,5805.799,flex index
15965.2,6465.0,flex index
17011.8,6180.2,flex index
14438.4,5748.2,flex index
14047.8,6385.0,flex index
17978.0,6253.8,flex index
15548.8,5473.0,flex index
22667.6,5841.0,flex index
20302.0,6100.2,flex index
17069.2,5556.2,flex index
14697.6,5274.6,flex index
13750.2,5335.4,flex index
17588.0,5716.2,flex index
18877.8,6308.2,flex index
16906.0,6001.0,flex index
22597.0,5921.0,flex index
16922.2,6532.2,flex index
23742.8,6909.8,flex index
16646.8,5306.6,flex index
21339.2,6036.2,flex index
19511.4,5482.6,flex index
16909.4,6132.2,flex index
19966.0,6266.6,flex index
17716.0,6298.6,flex index
17510.8,5956.2,flex index
19799.8,5946.6,flex index
