45341.6,8046.0,flex mid
45582.0,7178.6,flex mid
33726.0,6612.2,flex mid
33031.4,6852.201,flex mid
30179.6,6145.0,flex mid
36171.6,6442.6,flex mid
34254.2,5661.8,flex mid
34804.6,6273.0,flex mid
35838.6,6625.0,flex mid
30541.2,6433.0,flex mid
44400.8,7924.6,flex mid
31095.2,7255.4,flex mid
31095.2,6551.4,flex mid
37883.8,7169.0,flex mid
32151.4,6797.8,flex mid
35681.8,6468.2,flex mid
31517.6,6436.2,flex mid
29561.8,6468.2,flex mid
26028.2,6903.4,flex mid
24277.4,6052.2,flex mid
22481.8,5805.799,flex mid
29168.4,7348.4,flex mid
35701.2,7217.0,flex mid
30547.6,8699.0,flex mid
32833.0,7898.6,flex mid
30358.8,7405.8,flex mid
36302.6,7930.8,flex mid
42349.0,11330.4,flex mid
34839.8,7591.4,flex mid
34030.2,7982.0,flex mid
31066.2,8545.401,flex mid
36716.0,9669.0,flex mid
25906.6,7319.4,flex mid
30109.2,7469.8,flex mid
37864.6,8680.201,flex mid
37855.0,9230.8,flex mid
27375.8,6970.6,flex mid
31440.6,8741.0,flex mid
28605.0,8914.001,flex mid
24552.6,7460.4,flex mid
29046.6,7947.0,flex mid
27408.0,5498.6,flex mid
35044.8,8206.599,flex mid
30019.6,7233.0,flex mid
23720.4,7092.2,flex mid
30829.4,8129.4,flex mid
28649.8,8625.6,flex mid
28825.8,7645.799,flex mid
25103.2,7089.0,flex mid
24373.4,7527.4,flex mid
27187.0,7476.4,flex mid
24991.2,6704.999,flex mid
31661.6,7569.0,flex mid
25221.6,7630.0,flex mid
31540.2,7943.6,flex mid
30208.6,8017.4,flex mid
31847.4,7505.0,flex mid
27772.4,6653.8,flex mid
22757.0,6445.8,flex mid
26809.2,8372.6,flex mid
